Filename,Penalty,P,Iter,Function_Value,Optimal_X,Distribution,Num_Evaluations,Phase_Time,Total_Time
Problem_5Sat3Gs_0_4.json,1.5,4,2,-4.575743,"[-0.1886303052932654, -0.14461856209525795, -0.09423426184449915, -0.034913118331674896, 0.5825305868008549, 1.0098666079530276, 1.2411836577442348, 1.0509951329232163]","""0,1741,1,242,1000,39,2,16,1001,8,2000,2""",1000,687.48,5447.40
Problem_5Sat3Gs_0_4.json,1.5,4,3,-4.575743,"[-0.1886303052932654, -0.14461856209525795, -0.09423426184449915, -0.034913118331674896, 0.5825305868008549, 1.0098666079530276, 1.2411836577442348, 1.0509951329232163]","""0,1710,1,275,1000,38,2,20,1001,3,2000,1,3,1""",1000,1012.47,5772.39
Problem_5Sat3Gs_0_4.json,1.5,4,4,-4.575743,"[-0.1886303052932654, -0.14461856209525795, -0.09423426184449915, -0.034913118331674896, 0.5825305868008549, 1.0098666079530276, 1.2411836577442348, 1.0509951329232163]","""0,1720,1,264,1000,45,2,13,1001,5,2000,1""",1000,1340.59,6100.51
Problem_5Sat3Gs_0_4.json,1.5,4,5,-4.575743,"[-0.1886303052932654, -0.14461856209525795, -0.09423426184449915, -0.034913118331674896, 0.5825305868008549, 1.0098666079530276, 1.2411836577442348, 1.0509951329232163]","""0,1745,1,237,1000,39,2,20,3,3,2000,2,1001,2""",1000,1668.92,6428.84
Problem_5Sat3Gs_0_4.json,1.5,4,6,-4.575743,"[-0.1886303052932654, -0.14461856209525795, -0.09423426184449915, -0.034913118331674896, 0.5825305868008549, 1.0098666079530276, 1.2411836577442348, 1.0509951329232163]","""0,1754,1,243,1000,32,2,12,1001,5,4,1,2000,1""",1000,1991.81,6751.73
Problem_5Sat3Gs_0_4.json,1.5,4,7,-4.575743,"[-0.1886303052932654, -0.14461856209525795, -0.09423426184449915, -0.034913118331674896, 0.5825305868008549, 1.0098666079530276, 1.2411836577442348, 1.0509951329232163]","""0,1751,1,231,1000,40,2,18,1001,5,3,1,2000,1,1002,1""",1000,2319.46,7079.38
Problem_5Sat3Gs_0_4.json,1.5,4,8,-4.575743,"[-0.1886303052932654, -0.14461856209525795, -0.09423426184449915, -0.034913118331674896, 0.5825305868008549, 1.0098666079530276, 1.2411836577442348, 1.0509951329232163]","""0,1749,1,240,1000,41,2,12,1001,4,2000,2""",1000,2648.03,7407.95
Problem_5Sat3Gs_0_4.json,1.5,4,9,-4.575743,"[-0.1886303052932654, -0.14461856209525795, -0.09423426184449915, -0.034913118331674896, 0.5825305868008549, 1.0098666079530276, 1.2411836577442348, 1.0509951329232163]","""0,1728,1,260,1000,32,2,18,1001,8,3,1,2000,1""",1000,2975.96,7735.88
Problem_5Sat3Gs_0_4.json,1.5,4,10,-4.575743,"[-0.1886303052932654, -0.14461856209525795, -0.09423426184449915, -0.034913118331674896, 0.5825305868008549, 1.0098666079530276, 1.2411836577442348, 1.0509951329232163]","""0,1717,1,264,1000,44,2,18,1001,4,2000,1""",1000,3302.40,8062.32
Problem_5Sat3Gs_0_4.json,1.5,5,1,-4.619936,"[-0.1840514175127327, -0.1559425537003293, -0.10992755639670156, -0.12456421501197164, 0.08369816442856896, 0.46620992179683723, 0.9380317559198736, 1.1917159938824873, 1.0144834392757927, -0.20021237634384687]","""0,1810,1,183,1000,40,2,9,2000,5,1001,1""",1000,428.96,8491.29
Problem_5Sat3Gs_0_4.json,1.5,5,2,-4.619936,"[-0.1840514175127327, -0.1559425537003293, -0.10992755639670156, -0.12456421501197164, 0.08369816442856896, 0.46620992179683723, 0.9380317559198736, 1.1917159938824873, 1.0144834392757927, -0.20021237634384687]","""0,1810,1,193,1000,35,2,7,2000,1,1001,1,3,1""",1000,815.24,8877.56
Problem_5Sat3Gs_0_4.json,1.5,5,3,-4.619936,"[-0.1840514175127327, -0.1559425537003293, -0.10992755639670156, -0.12456421501197164, 0.08369816442856896, 0.46620992179683723, 0.9380317559198736, 1.1917159938824873, 1.0144834392757927, -0.20021237634384687]","""0,1799,1,194,1000,44,2,5,2000,4,1001,2""",1000,1204.87,9267.19
