problem,penalty,p,iter,energy,prob_opt,prob_unfeas,min,freq_min,mode,freq_mode,num_evaluations,phase_time,total_time
Problem_5Sat3Gs_0_4.json,1.5,1,1,-3.692548,0.3046875,0.09912109375,0,0.3046875,1,0.42919921875,339,64.73,64.74
Problem_5Sat3Gs_0_4.json,1.5,1,2,-3.692548,0.3017578125,0.10693359375,0,0.3017578125,1,0.42138671875,339,115.35,115.35
Problem_5Sat3Gs_0_4.json,1.5,1,3,-3.692548,0.29931640625,0.11376953125,0,0.29931640625,1,0.4296875,339,164.87,164.87
Problem_5Sat3Gs_0_4.json,1.5,1,4,-3.692548,0.29638671875,0.109375,0,0.29638671875,1,0.4365234375,339,213.35,213.35
Problem_5Sat3Gs_0_4.json,1.5,1,5,-3.692548,0.3017578125,0.11767578125,0,0.3017578125,1,0.41845703125,339,262.79,262.79
Problem_5Sat3Gs_0_4.json,1.5,1,6,-3.692548,0.29541015625,0.1171875,0,0.29541015625,1,0.43115234375,339,312.0,312.0
Problem_5Sat3Gs_0_4.json,1.5,1,7,-3.692548,0.296875,0.12255859375,0,0.296875,1,0.42041015625,339,361.65,361.65
Problem_5Sat3Gs_0_4.json,1.5,1,8,-3.692548,0.2978515625,0.1083984375,0,0.2978515625,1,0.421875,339,410.46,410.46
Problem_5Sat3Gs_0_4.json,1.5,1,9,-3.692548,0.30615234375,0.11767578125,0,0.30615234375,1,0.42333984375,339,460.63,460.63
Problem_5Sat3Gs_0_4.json,1.5,1,10,-3.692548,0.287109375,0.11474609375,0,0.287109375,1,0.4296875,339,509.8,509.8
Problem_5Sat3Gs_0_4.json,1.5,2,1,-4.215966,0.61181640625,0.09326171875,0,0.61181640625,0,0.61181640625,762,176.67,686.47
Problem_5Sat3Gs_0_4.json,1.5,2,2,-4.215966,0.60546875,0.1005859375,0,0.60546875,0,0.60546875,762,332.34,842.14
Problem_5Sat3Gs_0_4.json,1.5,2,3,-4.215966,0.60888671875,0.0966796875,0,0.60888671875,0,0.60888671875,762,487.72,997.52
Problem_5Sat3Gs_0_4.json,1.5,2,4,-4.215966,0.62109375,0.10546875,0,0.62109375,0,0.62109375,762,641.35,1151.15
Problem_5Sat3Gs_0_4.json,1.5,2,5,-4.215966,0.623046875,0.09716796875,0,0.623046875,0,0.623046875,762,794.59,1304.39
Problem_5Sat3Gs_0_4.json,1.5,2,6,-4.215966,0.61328125,0.1015625,0,0.61328125,0,0.61328125,762,948.8,1458.6
Problem_5Sat3Gs_0_4.json,1.5,2,7,-4.215966,0.6201171875,0.0986328125,0,0.6201171875,0,0.6201171875,762,1103.54,1613.34
Problem_5Sat3Gs_0_4.json,1.5,2,8,-4.215966,0.6171875,0.099609375,0,0.6171875,0,0.6171875,762,1257.57,1767.37
Problem_5Sat3Gs_0_4.json,1.5,2,9,-4.215966,0.6259765625,0.1083984375,0,0.6259765625,0,0.6259765625,762,1411.76,1921.56
Problem_5Sat3Gs_0_4.json,1.5,2,10,-4.215966,0.6123046875,0.0927734375,0,0.6123046875,0,0.6123046875,762,1566.41,2076.21
Problem_5Sat3Gs_0_4.json,1.5,3,1,-4.549232,0.83837890625,0.03076171875,0,0.83837890625,0,0.83837890625,1000,292.86,2369.07
Problem_5Sat3Gs_0_4.json,1.5,3,2,-4.549232,0.8310546875,0.029296875,0,0.8310546875,0,0.8310546875,1000,559.45,2635.66
Problem_5Sat3Gs_0_4.json,1.5,3,3,-4.549232,0.83203125,0.029296875,0,0.83203125,0,0.83203125,1000,826.86,2903.07
Problem_5Sat3Gs_0_4.json,1.5,3,4,-4.549232,0.8232421875,0.0302734375,0,0.8232421875,0,0.8232421875,1000,1091.28,3167.49
Problem_5Sat3Gs_0_4.json,1.5,3,5,-4.549232,0.83935546875,0.02685546875,0,0.83935546875,0,0.83935546875,1000,1355.73,3431.94
Problem_5Sat3Gs_0_4.json,1.5,3,6,-4.549232,0.837890625,0.02783203125,0,0.837890625,0,0.837890625,1000,1621.31,3697.51
Problem_5Sat3Gs_0_4.json,1.5,3,7,-4.549232,0.83837890625,0.0380859375,0,0.83837890625,0,0.83837890625,1000,1887.27,3963.47
Problem_5Sat3Gs_0_4.json,1.5,3,8,-4.549232,0.82568359375,0.02587890625,0,0.82568359375,0,0.82568359375,1000,2153.55,4229.76
Problem_5Sat3Gs_0_4.json,1.5,3,9,-4.549232,0.8349609375,0.02880859375,0,0.8349609375,0,0.8349609375,1000,2419.03,4495.23
Problem_5Sat3Gs_0_4.json,1.5,3,10,-4.549232,0.8359375,0.02685546875,0,0.8359375,0,0.8359375,1000,2683.72,4759.92
Problem_5Sat3Gs_0_4.json,1.5,4,1,-4.575743,0.84716796875,0.0185546875,0,0.84716796875,0,0.84716796875,1000,360.44,5120.36
Problem_5Sat3Gs_0_4.json,1.5,4,2,-4.575743,0.85009765625,0.02392578125,0,0.85009765625,0,0.85009765625,1000,687.48,5447.4
Problem_5Sat3Gs_0_4.json,1.5,4,3,-4.575743,0.8349609375,0.0205078125,0,0.8349609375,0,0.8349609375,1000,1012.47,5772.39
Problem_5Sat3Gs_0_4.json,1.5,4,4,-4.575743,0.83984375,0.02490234375,0,0.83984375,0,0.83984375,1000,1340.59,6100.51
Problem_5Sat3Gs_0_4.json,1.5,4,5,-4.575743,0.85205078125,0.02099609375,0,0.85205078125,0,0.85205078125,1000,1668.92,6428.84
Problem_5Sat3Gs_0_4.json,1.5,4,6,-4.575743,0.8564453125,0.0185546875,0,0.8564453125,0,0.8564453125,1000,1991.81,6751.73
Problem_5Sat3Gs_0_4.json,1.5,4,7,-4.575743,0.85498046875,0.02294921875,0,0.85498046875,0,0.85498046875,1000,2319.46,7079.38
Problem_5Sat3Gs_0_4.json,1.5,4,8,-4.575743,0.85400390625,0.02294921875,0,0.85400390625,0,0.85400390625,1000,2648.03,7407.95
Problem_5Sat3Gs_0_4.json,1.5,4,9,-4.575743,0.84375,0.02001953125,0,0.84375,0,0.84375,1000,2975.96,7735.88
Problem_5Sat3Gs_0_4.json,1.5,4,10,-4.575743,0.83837890625,0.02392578125,0,0.83837890625,0,0.83837890625,1000,3302.4,8062.32
Problem_5Sat3Gs_0_4.json,1.5,5,1,-4.619936,0.8837890625,0.0224609375,0,0.8837890625,0,0.8837890625,1000,428.96,8491.29
Problem_5Sat3Gs_0_4.json,1.5,5,2,-4.619936,0.8837890625,0.01806640625,0,0.8837890625,0,0.8837890625,1000,815.24,8877.56
Problem_5Sat3Gs_0_4.json,1.5,5,3,-4.619936,0.87841796875,0.0244140625,0,0.87841796875,0,0.87841796875,1000,1204.87,9267.19
Problem_5Sat3Gs_0_4.json,1.5,5,4,-4.619936,0.9052734375,0.021484375,0,0.9052734375,0,0.9052734375,1000,1593.5,9655.82
Problem_5Sat3Gs_0_4.json,1.5,5,5,-4.619936,0.87939453125,0.0244140625,0,0.87939453125,0,0.87939453125,1000,1984.63,10046.95
Problem_5Sat3Gs_0_4.json,1.5,5,6,-4.619936,0.89306640625,0.01025390625,0,0.89306640625,0,0.89306640625,1000,2373.03,10435.35
Problem_5Sat3Gs_0_4.json,1.5,5,7,-4.619936,0.8916015625,0.02294921875,0,0.8916015625,0,0.8916015625,1000,2763.58,10825.9
Problem_5Sat3Gs_0_4.json,1.5,5,8,-4.619936,0.89208984375,0.02099609375,0,0.89208984375,0,0.89208984375,1000,3155.88,11218.2
Problem_5Sat3Gs_0_4.json,1.5,5,9,-4.619936,0.88720703125,0.0185546875,0,0.88720703125,0,0.88720703125,1000,3546.87,11609.19
Problem_5Sat3Gs_0_4.json,1.5,5,10,-4.619936,0.888671875,0.025390625,0,0.888671875,0,0.888671875,1000,3936.44,11998.76
Problem_5Sat3Gs_0_4.json,1.5,6,1,-4.631313,0.890625,0.017578125,0,0.890625,0,0.890625,1000,497.63,12496.39
Problem_5Sat3Gs_0_4.json,1.5,6,2,-4.631313,0.8896484375,0.013671875,0,0.8896484375,0,0.8896484375,1000,950.54,12949.3
Problem_5Sat3Gs_0_4.json,1.5,6,3,-4.631313,0.8916015625,0.01513671875,0,0.8916015625,0,0.8916015625,1000,1402.52,13401.28
Problem_5Sat3Gs_0_4.json,1.5,6,4,-4.631313,0.90185546875,0.01416015625,0,0.90185546875,0,0.90185546875,1000,1854.16,13852.93
Problem_5Sat3Gs_0_4.json,1.5,6,5,-4.631313,0.8955078125,0.015625,0,0.8955078125,0,0.8955078125,1000,2307.27,14306.03
Problem_5Sat3Gs_0_4.json,1.5,6,6,-4.631313,0.88720703125,0.015625,0,0.88720703125,0,0.88720703125,1000,2758.98,14757.74
Problem_5Sat3Gs_0_4.json,1.5,6,7,-4.631313,0.90869140625,0.01123046875,0,0.90869140625,0,0.90869140625,1000,3211.61,15210.37
Problem_5Sat3Gs_0_4.json,1.5,6,8,-4.631313,0.89013671875,0.01318359375,0,0.89013671875,0,0.89013671875,1000,3666.14,15664.9
Problem_5Sat3Gs_0_4.json,1.5,6,9,-4.631313,0.90185546875,0.0166015625,0,0.90185546875,0,0.90185546875,1000,4118.07,16116.83
Problem_5Sat3Gs_0_4.json,1.5,6,10,-4.631313,0.896484375,0.01318359375,0,0.896484375,0,0.896484375,1000,4572.2,16570.96
Problem_5Sat3Gs_0_4.json,1.5,7,1,-4.657943,0.919921875,0.013671875,0,0.919921875,0,0.919921875,1000,568.28,17139.24
Problem_5Sat3Gs_0_4.json,1.5,7,2,-4.657943,0.9296875,0.01318359375,0,0.9296875,0,0.9296875,1000,1080.99,17651.95
Problem_5Sat3Gs_0_4.json,1.5,7,3,-4.657943,0.91943359375,0.017578125,0,0.91943359375,0,0.91943359375,1000,1596.37,18167.33
Problem_5Sat3Gs_0_4.json,1.5,7,4,-4.657943,0.91259765625,0.01123046875,0,0.91259765625,0,0.91259765625,1000,2110.58,18681.53
Problem_5Sat3Gs_0_4.json,1.5,7,5,-4.657943,0.93017578125,0.01220703125,0,0.93017578125,0,0.93017578125,1000,2623.53,19194.48
Problem_5Sat3Gs_0_4.json,1.5,7,6,-4.657943,0.91650390625,0.01513671875,0,0.91650390625,0,0.91650390625,1000,3136.11,19707.07
Problem_5Sat3Gs_0_4.json,1.5,7,7,-4.657943,0.9228515625,0.013671875,0,0.9228515625,0,0.9228515625,1000,3651.68,20222.64
Problem_5Sat3Gs_0_4.json,1.5,7,8,-4.657943,0.916015625,0.017578125,0,0.916015625,0,0.916015625,1000,4166.2,20737.15
Problem_5Sat3Gs_0_4.json,1.5,7,9,-4.657943,0.91943359375,0.01806640625,0,0.91943359375,0,0.91943359375,1000,4681.6,21252.55
Problem_5Sat3Gs_0_4.json,1.5,7,10,-4.657943,0.92138671875,0.01318359375,0,0.92138671875,0,0.92138671875,1000,5200.38,21771.34
Problem_5Sat3Gs_0_4.json,1.5,8,1,-4.6702,0.92138671875,0.01708984375,0,0.92138671875,0,0.92138671875,1000,635.39,22406.73
Problem_5Sat3Gs_0_4.json,1.5,8,2,-4.6702,0.9375,0.0146484375,0,0.9375,0,0.9375,1000,1215.15,22986.48
Problem_5Sat3Gs_0_4.json,1.5,8,3,-4.6702,0.9267578125,0.01220703125,0,0.9267578125,0,0.9267578125,1000,1792.12,23563.45
Problem_5Sat3Gs_0_4.json,1.5,8,4,-4.6702,0.93896484375,0.01123046875,0,0.93896484375,0,0.93896484375,1000,2369.11,24140.44
Problem_5Sat3Gs_0_4.json,1.5,8,5,-4.6702,0.9306640625,0.01220703125,0,0.9306640625,0,0.9306640625,1000,2947.84,24719.18
Problem_5Sat3Gs_0_4.json,1.5,8,6,-4.6702,0.93359375,0.0146484375,0,0.93359375,0,0.93359375,1000,3533.26,25304.6
Problem_5Sat3Gs_0_4.json,1.5,8,7,-4.6702,0.92724609375,0.0126953125,0,0.92724609375,0,0.92724609375,1000,4113.03,25884.36
Problem_5Sat3Gs_0_4.json,1.5,8,8,-4.6702,0.9189453125,0.01953125,0,0.9189453125,0,0.9189453125,1000,4688.34,26459.68
Problem_5Sat3Gs_0_4.json,1.5,8,9,-4.6702,0.93017578125,0.01123046875,0,0.93017578125,0,0.93017578125,1000,5262.89,27034.23
Problem_5Sat3Gs_0_4.json,1.5,8,10,-4.6702,0.9365234375,0.0146484375,0,0.9365234375,0,0.9365234375,1000,5838.19,27609.52
Problem_5Sat3Gs_0_6.json,1.5,1,1,-4.019866,0.16455078125,0.1845703125,0,0.16455078125,1,0.3916015625,204,47.14,47.14
Problem_5Sat3Gs_0_6.json,1.5,1,2,-4.019866,0.150390625,0.189453125,0,0.150390625,1,0.39794921875,204,79.44,79.44
Problem_5Sat3Gs_0_6.json,1.5,1,3,-4.019866,0.140625,0.18994140625,0,0.140625,1,0.4111328125,204,112.61,112.61
Problem_5Sat3Gs_0_6.json,1.5,1,4,-4.019866,0.15771484375,0.19384765625,0,0.15771484375,1,0.3837890625,204,146.21,146.21
Problem_5Sat3Gs_0_6.json,1.5,1,5,-4.019866,0.15185546875,0.19921875,0,0.15185546875,1,0.40869140625,204,179.24,179.24
Problem_5Sat3Gs_0_6.json,1.5,1,6,-4.019866,0.150390625,0.19775390625,0,0.150390625,1,0.39501953125,204,212.39,212.39
Problem_5Sat3Gs_0_6.json,1.5,1,7,-4.019866,0.15625,0.2080078125,0,0.15625,1,0.400390625,204,245.3,245.3
Problem_5Sat3Gs_0_6.json,1.5,1,8,-4.019866,0.15234375,0.18896484375,0,0.15234375,1,0.38916015625,204,278.01,278.02
Problem_5Sat3Gs_0_6.json,1.5,1,9,-4.019866,0.15673828125,0.18359375,0,0.15673828125,1,0.4013671875,204,310.84,310.85
Problem_5Sat3Gs_0_6.json,1.5,1,10,-4.019866,0.14453125,0.19580078125,0,0.14453125,1,0.40185546875,204,343.75,343.75
