problem,penalty,p,iter,energy,prob_opt,prob_unfeas,min,freq_min,mode,freq_mode,num_evaluations,phase_time,total_time
Problem_5Sat3Gs_0_4.json,1.5,1,1,-3.692557,0.2919921875,0.107421875,0,0.2919921875,1,0.44580078125,399,32.4,32.4
Problem_5Sat3Gs_0_4.json,1.5,1,2,-3.692557,0.2958984375,0.1064453125,0,0.2958984375,1,0.4248046875,399,59.11,59.11
Problem_5Sat3Gs_0_4.json,1.5,1,3,-3.692557,0.3115234375,0.10546875,0,0.3115234375,1,0.4306640625,399,85.28,85.28
Problem_5Sat3Gs_0_4.json,1.5,1,4,-3.692557,0.291015625,0.099609375,0,0.291015625,1,0.45068359375,399,111.72,111.72
Problem_5Sat3Gs_0_4.json,1.5,1,5,-3.692557,0.28564453125,0.11328125,0,0.28564453125,1,0.44140625,399,136.87,136.87
Problem_5Sat3Gs_0_4.json,1.5,1,6,-3.692557,0.29150390625,0.11572265625,0,0.29150390625,1,0.42138671875,399,162.69,162.69
Problem_5Sat3Gs_0_4.json,1.5,1,7,-3.692557,0.30859375,0.10986328125,0,0.30859375,1,0.4267578125,399,187.93,187.93
Problem_5Sat3Gs_0_4.json,1.5,1,8,-3.692557,0.3046875,0.111328125,0,0.3046875,1,0.412109375,399,213.27,213.27
Problem_5Sat3Gs_0_4.json,1.5,1,9,-3.692557,0.28173828125,0.11474609375,0,0.28173828125,1,0.439453125,399,240.07,240.07
Problem_5Sat3Gs_0_4.json,1.5,1,10,-3.692557,0.29931640625,0.11376953125,0,0.29931640625,1,0.43115234375,399,265.47,265.47
Problem_5Sat3Gs_0_4.json,1.5,2,1,-4.216013,0.60693359375,0.11083984375,0,0.60693359375,0,0.60693359375,923,95.45,360.92
Problem_5Sat3Gs_0_4.json,1.5,2,2,-4.216013,0.62255859375,0.10107421875,0,0.62255859375,0,0.62255859375,923,180.38,445.85
Problem_5Sat3Gs_0_4.json,1.5,2,3,-4.216013,0.6142578125,0.0927734375,0,0.6142578125,0,0.6142578125,923,266.99,532.46
Problem_5Sat3Gs_0_4.json,1.5,2,4,-4.216013,0.59423828125,0.10791015625,0,0.59423828125,0,0.59423828125,923,350.84,616.31
Problem_5Sat3Gs_0_4.json,1.5,2,5,-4.216013,0.591796875,0.1103515625,0,0.591796875,0,0.591796875,923,435.79,701.26
Problem_5Sat3Gs_0_4.json,1.5,2,6,-4.216013,0.61474609375,0.11083984375,0,0.61474609375,0,0.61474609375,923,519.52,784.99
Problem_5Sat3Gs_0_4.json,1.5,2,7,-4.216013,0.62060546875,0.1015625,0,0.62060546875,0,0.62060546875,923,604.09,869.56
Problem_5Sat3Gs_0_4.json,1.5,2,8,-4.216013,0.61328125,0.103515625,0,0.61328125,0,0.61328125,923,691.31,956.78
Problem_5Sat3Gs_0_4.json,1.5,2,9,-4.216013,0.63427734375,0.09423828125,0,0.63427734375,0,0.63427734375,923,776.13,1041.6
Problem_5Sat3Gs_0_4.json,1.5,2,10,-4.216013,0.6201171875,0.0888671875,0,0.6201171875,0,0.6201171875,923,862.51,1127.98
Problem_5Sat3Gs_0_4.json,1.5,3,1,-4.549385,0.8310546875,0.0322265625,0,0.8310546875,0,0.8310546875,1252,163.62,1291.6
Problem_5Sat3Gs_0_4.json,1.5,3,2,-4.549385,0.8359375,0.02734375,0,0.8359375,0,0.8359375,1252,317.01,1444.99
Problem_5Sat3Gs_0_4.json,1.5,3,3,-4.549385,0.83984375,0.0341796875,0,0.83984375,0,0.83984375,1252,469.78,1597.76
Problem_5Sat3Gs_0_4.json,1.5,3,4,-4.549385,0.8349609375,0.03076171875,0,0.8349609375,0,0.8349609375,1252,619.96,1747.94
Problem_5Sat3Gs_0_4.json,1.5,3,5,-4.549385,0.84326171875,0.02880859375,0,0.84326171875,0,0.84326171875,1252,772.58,1900.56
Problem_5Sat3Gs_0_4.json,1.5,3,6,-4.549385,0.83935546875,0.02490234375,0,0.83935546875,0,0.83935546875,1252,922.96,2050.94
Problem_5Sat3Gs_0_4.json,1.5,3,7,-4.549385,0.8330078125,0.0244140625,0,0.8330078125,0,0.8330078125,1252,1076.23,2204.21
Problem_5Sat3Gs_0_4.json,1.5,3,8,-4.549385,0.8359375,0.02587890625,0,0.8359375,0,0.8359375,1252,1226.21,2354.19
Problem_5Sat3Gs_0_4.json,1.5,3,9,-4.549385,0.82275390625,0.03173828125,0,0.82275390625,0,0.82275390625,1252,1379.3,2507.28
Problem_5Sat3Gs_0_4.json,1.5,3,10,-4.549385,0.82177734375,0.02587890625,0,0.82177734375,0,0.82177734375,1252,1530.17,2658.14
Problem_5Sat3Gs_0_4.json,1.5,4,1,-4.587578,0.83642578125,0.01953125,0,0.83642578125,0,0.83642578125,2000,316.43,2974.57
Problem_5Sat3Gs_0_4.json,1.5,4,2,-4.587578,0.8525390625,0.01416015625,0,0.8525390625,0,0.8525390625,2000,618.43,3276.57
Problem_5Sat3Gs_0_4.json,1.5,4,3,-4.587578,0.8681640625,0.02197265625,0,0.8681640625,0,0.8681640625,2000,917.34,3575.48
Problem_5Sat3Gs_0_4.json,1.5,4,4,-4.587578,0.85498046875,0.01953125,0,0.85498046875,0,0.85498046875,2000,1215.14,3873.28
Problem_5Sat3Gs_0_4.json,1.5,4,5,-4.587578,0.85400390625,0.02490234375,0,0.85400390625,0,0.85400390625,2000,1517.36,4175.5
Problem_5Sat3Gs_0_4.json,1.5,4,6,-4.587578,0.85595703125,0.0166015625,0,0.85595703125,0,0.85595703125,2000,1815.16,4473.3
Problem_5Sat3Gs_0_4.json,1.5,4,7,-4.587578,0.861328125,0.01806640625,0,0.861328125,0,0.861328125,2000,2117.7,4775.84
Problem_5Sat3Gs_0_4.json,1.5,4,8,-4.587578,0.84765625,0.01708984375,0,0.84765625,0,0.84765625,2000,2416.56,5074.71
Problem_5Sat3Gs_0_4.json,1.5,4,9,-4.587578,0.849609375,0.0263671875,0,0.849609375,0,0.849609375,2000,2719.34,5377.48
Problem_5Sat3Gs_0_4.json,1.5,4,10,-4.587578,0.8623046875,0.02490234375,0,0.8623046875,0,0.8623046875,2000,3018.03,5676.17
Problem_5Sat3Gs_0_4.json,1.5,5,1,-4.604814,0.87255859375,0.0166015625,0,0.87255859375,0,0.87255859375,2000,373.39,6049.56
Problem_5Sat3Gs_0_4.json,1.5,5,2,-4.604814,0.87158203125,0.01416015625,0,0.87158203125,0,0.87158203125,2000,732.93,6409.1
Problem_5Sat3Gs_0_4.json,1.5,5,3,-4.604814,0.8623046875,0.015625,0,0.8623046875,0,0.8623046875,2000,1090.01,6766.18
Problem_5Sat3Gs_0_4.json,1.5,5,4,-4.604814,0.87646484375,0.01220703125,0,0.87646484375,0,0.87646484375,2000,1448.61,7124.78
Problem_5Sat3Gs_0_4.json,1.5,5,5,-4.604814,0.87158203125,0.01708984375,0,0.87158203125,0,0.87158203125,2000,1804.88,7481.05
Problem_5Sat3Gs_0_4.json,1.5,5,6,-4.604814,0.87158203125,0.02099609375,0,0.87158203125,0,0.87158203125,2000,2163.73,7839.9
Problem_5Sat3Gs_0_4.json,1.5,5,7,-4.604814,0.87255859375,0.015625,0,0.87255859375,0,0.87255859375,2000,2518.31,8194.48
Problem_5Sat3Gs_0_4.json,1.5,5,8,-4.604814,0.8759765625,0.01513671875,0,0.8759765625,0,0.8759765625,2000,2878.66,8554.83
Problem_5Sat3Gs_0_4.json,1.5,5,9,-4.604814,0.86572265625,0.01904296875,0,0.86572265625,0,0.86572265625,2000,3236.24,8912.41
Problem_5Sat3Gs_0_4.json,1.5,5,10,-4.604814,0.86181640625,0.01611328125,0,0.86181640625,0,0.86181640625,2000,3597.21,9273.38
