Filename,Penalty,P,Iter,Function_Value,Optimal_X,Distribution,Num_Evaluations,Phase_Time,Total_Time
Problem_5Sat3Gs_0_4.json,1.5,2,2,-4.215966,"[-0.17728529243842234, -0.11599643021598166, 0.7690160117608653, 1.4475494082056728]","""0,1291,1,492,1000,116,2,73,2000,37,1001,26,3,4,1002,3,2001,2,3000,2,1003,1,4,1""",762,159.70,410.24
Problem_5Sat3Gs_0_4.json,1.5,2,3,-4.215966,"[-0.17728529243842234, -0.11599643021598166, 0.7690160117608653, 1.4475494082056728]","""0,1273,1,483,1000,107,2,74,2000,60,1001,36,2001,5,3,4,1002,3,3000,3""",762,235.87,486.42
Problem_5Sat3Gs_0_4.json,1.5,2,4,-4.215966,"[-0.17728529243842234, -0.11599643021598166, 0.7690160117608653, 1.4475494082056728]","""0,1268,1,513,1000,118,2,66,2000,45,1001,28,3,6,2001,4""",762,311.60,562.14
Problem_5Sat3Gs_0_4.json,1.5,2,5,-4.215966,"[-0.17728529243842234, -0.11599643021598166, 0.7690160117608653, 1.4475494082056728]","""0,1249,1,493,1000,135,2,71,2000,53,1001,29,3,9,2001,3,3000,2,1002,2,2002,1,1003,1""",762,387.74,638.28
Problem_5Sat3Gs_0_4.json,1.5,2,6,-4.215966,"[-0.17728529243842234, -0.11599643021598166, 0.7690160117608653, 1.4475494082056728]","""0,1276,1,502,1000,105,2,66,2000,46,1001,31,3,13,2002,4,2001,4,1002,1""",762,463.66,714.21
Problem_5Sat3Gs_0_4.json,1.5,2,7,-4.215966,"[-0.17728529243842234, -0.11599643021598166, 0.7690160117608653, 1.4475494082056728]","""0,1255,1,519,1000,118,2,71,1001,36,2000,36,3,7,2001,3,1002,2,3000,1""",762,539.36,789.91
Problem_5Sat3Gs_0_4.json,1.5,2,8,-4.215966,"[-0.17728529243842234, -0.11599643021598166, 0.7690160117608653, 1.4475494082056728]","""0,1260,1,516,1000,101,2,72,2000,57,1001,29,3,8,2001,2,1002,2,3000,1""",762,615.38,865.93
Problem_5Sat3Gs_0_4.json,1.5,2,9,-4.215966,"[-0.17728529243842234, -0.11599643021598166, 0.7690160117608653, 1.4475494082056728]","""0,1238,1,529,1000,126,2,64,2000,47,1001,34,2001,6,3,3,1002,1""",762,690.37,940.91
Problem_5Sat3Gs_0_4.json,1.5,2,10,-4.215966,"[-0.17728529243842234, -0.11599643021598166, 0.7690160117608653, 1.4475494082056728]","""0,1262,1,508,1000,116,2,72,2000,39,1001,36,2001,9,3,4,3000,2""",762,765.26,1015.80
Problem_5Sat3Gs_0_4.json,1.5,3,1,-4.549379,"[-0.19758283033744153, -0.13637180440080288, -0.09380612370019491, 0.6767293778730216, 1.1146523948526617, 1.3824191894407014]","""0,1732,1,244,1000,46,2,14,1001,7,2000,3,3,2""",1195,169.96,1185.76
Problem_5Sat3Gs_0_4.json,1.5,3,2,-4.549379,"[-0.19758283033744153, -0.13637180440080288, -0.09380612370019491, 0.6767293778730216, 1.1146523948526617, 1.3824191894407014]","""0,1712,1,259,1000,53,2,14,1001,4,3,3,2000,3""",1195,326.95,1342.75
Problem_5Sat3Gs_0_4.json,1.5,3,3,-4.549379,"[-0.19758283033744153, -0.13637180440080288, -0.09380612370019491, 0.6767293778730216, 1.1146523948526617, 1.3824191894407014]","""0,1706,1,248,1000,57,2,25,1001,11,2000,1""",1195,484.08,1499.88
Problem_5Sat3Gs_0_4.json,1.5,3,4,-4.549379,"[-0.19758283033744153, -0.13637180440080288, -0.09380612370019491, 0.6767293778730216, 1.1146523948526617, 1.3824191894407014]","""0,1661,1,305,1000,48,2,19,1001,9,2000,5,3,1""",1195,638.36,1654.17
Problem_5Sat3Gs_0_4.json,1.5,3,5,-4.549379,"[-0.19758283033744153, -0.13637180440080288, -0.09380612370019491, 0.6767293778730216, 1.1146523948526617, 1.3824191894407014]","""0,1699,1,276,1000,48,2,20,1001,3,3,1,2000,1""",1195,794.39,1810.19
Problem_5Sat3Gs_0_4.json,1.5,3,6,-4.549379,"[-0.19758283033744153, -0.13637180440080288, -0.09380612370019491, 0.6767293778730216, 1.1146523948526617, 1.3824191894407014]","""0,1702,1,276,1000,50,2,13,1001,5,3,1,1002,1""",1195,949.00,1964.80
Problem_5Sat3Gs_0_4.json,1.5,3,7,-4.549379,"[-0.19758283033744153, -0.13637180440080288, -0.09380612370019491, 0.6767293778730216, 1.1146523948526617, 1.3824191894407014]","""0,1697,1,274,1000,51,2,18,1001,7,2000,1""",1195,1104.10,2119.90
Problem_5Sat3Gs_0_4.json,1.5,3,8,-4.549379,"[-0.19758283033744153, -0.13637180440080288, -0.09380612370019491, 0.6767293778730216, 1.1146523948526617, 1.3824191894407014]","""0,1713,1,251,1000,53,2,26,1001,3,1002,1,3,1""",1195,1258.36,2274.16
Problem_5Sat3Gs_0_4.json,1.5,3,9,-4.549379,"[-0.19758283033744153, -0.13637180440080288, -0.09380612370019491, 0.6767293778730216, 1.1146523948526617, 1.3824191894407014]","""0,1736,1,235,1000,49,2,20,1001,5,2000,1,3,1,2001,1""",1195,1413.50,2429.31
Problem_5Sat3Gs_0_4.json,1.5,3,10,-4.549379,"[-0.19758283033744153, -0.13637180440080288, -0.09380612370019491, 0.6767293778730216, 1.1146523948526617, 1.3824191894407014]","""0,1705,1,258,1000,49,2,26,1001,7,3,2,2000,1""",1195,1569.60,2585.41
Problem_5Sat3Gs_0_4.json,1.5,4,1,-4.594420,"[-0.2013495088376764, -0.13776743427057445, -0.16691830463023571, 0.07922704800451986, 0.6668345927548556, 1.1144015396843114, 1.2558081871084446, -0.15100583175960175]","""0,1774,1,232,1000,20,2,10,1001,8,2000,4""",3000,498.40,3083.81
Problem_5Sat3Gs_0_4.json,1.5,4,2,-4.594420,"[-0.2013495088376764, -0.13776743427057445, -0.16691830463023571, 0.07922704800451986, 0.6668345927548556, 1.1144015396843114, 1.2558081871084446, -0.15100583175960175]","""0,1784,1,226,1000,26,2,6,1001,4,2000,2""",3000,982.64,3568.04
Problem_5Sat3Gs_0_4.json,1.5,4,3,-4.594518,"[-0.17144077525922508, -0.14040506992462695, -0.10178085457934416, -0.05975111794757709, 0.491776240117788, 0.8423033630192143, 1.0946542739280867, 1.1756170556465997]","""0,1793,1,213,1000,20,2,18,1001,4""",3000,1467.17,4052.58
Problem_5Sat3Gs_0_4.json,1.5,4,4,-4.594420,"[-0.2013495088376764, -0.13776743427057445, -0.16691830463023571, 0.07922704800451986, 0.6668345927548556, 1.1144015396843114, 1.2558081871084446, -0.15100583175960175]","""0,1762,1,225,1000,33,2,16,2000,6,1001,4,1002,1,3,1""",3000,1953.49,4538.90
Problem_5Sat3Gs_0_4.json,1.5,4,5,-4.594518,"[-0.17144077525922508, -0.14040506992462695, -0.10178085457934416, -0.05975111794757709, 0.491776240117788, 0.8423033630192143, 1.0946542739280867, 1.1756170556465997]","""0,1775,1,223,1000,37,2,10,1001,3""",3000,2440.45,5025.85
Problem_5Sat3Gs_0_4.json,1.5,4,6,-4.594518,"[-0.17144077525922508, -0.14040506992462695, -0.10178085457934416, -0.05975111794757709, 0.491776240117788, 0.8423033630192143, 1.0946542739280867, 1.1756170556465997]","""0,1767,1,233,1000,36,2,5,1001,3,3,2,2000,2""",3000,2924.48,5509.88
Problem_5Sat3Gs_0_4.json,1.5,4,7,-4.594420,"[-0.2013495088376764, -0.13776743427057445, -0.16691830463023571, 0.07922704800451986, 0.6668345927548556, 1.1144015396843114, 1.2558081871084446, -0.15100583175960175]","""0,1791,1,222,1000,17,2,13,1001,4,2000,1""",3000,3406.29,5991.70
Problem_5Sat3Gs_0_4.json,1.5,4,8,-4.594518,"[-0.17144077525922508, -0.14040506992462695, -0.10178085457934416, -0.05975111794757709, 0.491776240117788, 0.8423033630192143, 1.0946542739280867, 1.1756170556465997]","""0,1756,1,229,1000,40,2,20,1001,2,3,1""",3000,3891.56,6476.96
Problem_5Sat3Gs_0_4.json,1.5,4,9,-4.549550,"[-0.19695413108846396, -0.13669795658047365, -0.09284208600127976, 0.0020120035836129215, 0.675182074245426, 1.1155613598045198, 1.3828197812731888, 3.0003690744776383]","""0,1706,1,271,1000,48,2,15,1001,7,2000,1""",128,3913.25,6498.65
Problem_5Sat3Gs_0_4.json,1.5,4,10,-4.594518,"[-0.17144077525922508, -0.14040506992462695, -0.10178085457934416, -0.05975111794757709, 0.491776240117788, 0.8423033630192143, 1.0946542739280867, 1.1756170556465997]","""0,1756,1,238,1000,37,2,12,1001,5""",3000,4392.15,6977.55
Problem_5Sat3Gs_0_4.json,1.5,5,1,-4.615557,"[-0.15183062697552524, -0.1298773525658922, -0.11612127942062722, -0.07462213402584061, -0.026057052568593718, 0.39847598661981753, 0.6378595179126274, 0.9363854209120653, 1.1493655156575868, 0.9282984056033393]","""0,1794,1,211,1000,30,2,10,1001,2,2000,1""",3000,597.78,7575.33
Problem_5Sat3Gs_0_4.json,1.5,5,2,-4.615557,"[-0.15183062697552524, -0.1298773525658922, -0.11612127942062722, -0.07462213402584061, -0.026057052568593718, 0.39847598661981753, 0.6378595179126274, 0.9363854209120653, 1.1493655156575868, 0.9282984056033393]","""0,1809,1,198,1000,26,2,12,1001,3""",3000,1173.46,8151.02
Problem_5Sat3Gs_0_4.json,1.5,5,3,-4.615557,"[-0.15183062697552524, -0.1298773525658922, -0.11612127942062722, -0.07462213402584061, -0.026057052568593718, 0.39847598661981753, 0.6378595179126274, 0.9363854209120653, 1.1493655156575868, 0.9282984056033393]","""0,1796,1,208,1000,30,2,11,1001,2,2000,1""",3000,1756.10,8733.66
Problem_5Sat3Gs_0_4.json,1.5,5,4,-4.615557,"[-0.15183062697552524, -0.1298773525658922, -0.11612127942062722, -0.07462213402584061, -0.026057052568593718, 0.39847598661981753, 0.6378595179126274, 0.9363854209120653, 1.1493655156575868, 0.9282984056033393]","""0,1822,1,183,1000,25,2,10,3,4,1001,4""",3000,2334.79,9312.35
Problem_5Sat3Gs_0_4.json,1.5,5,5,-4.615557,"[-0.15183062697552524, -0.1298773525658922, -0.11612127942062722, -0.07462213402584061, -0.026057052568593718, 0.39847598661981753, 0.6378595179126274, 0.9363854209120653, 1.1493655156575868, 0.9282984056033393]","""0,1804,1,207,1000,26,2,10,1001,1""",3000,2912.42,9889.97
Problem_5Sat3Gs_0_4.json,1.5,5,6,-4.615557,"[-0.15183062697552524, -0.1298773525658922, -0.11612127942062722, -0.07462213402584061, -0.026057052568593718, 0.39847598661981753, 0.6378595179126274, 0.9363854209120653, 1.1493655156575868, 0.9282984056033393]","""0,1781,1,227,1000,30,2,7,1001,2,2000,1""",3000,3493.29,10470.84
Problem_5Sat3Gs_0_4.json,1.5,5,7,-4.615557,"[-0.15183062697552524, -0.1298773525658922, -0.11612127942062722, -0.07462213402584061, -0.026057052568593718, 0.39847598661981753, 0.6378595179126274, 0.9363854209120653, 1.1493655156575868, 0.9282984056033393]","""0,1776,1,224,1000,35,2,10,1001,3""",3000,4072.37,11049.92
Problem_5Sat3Gs_0_4.json,1.5,5,8,-4.615557,"[-0.15183062697552524, -0.1298773525658922, -0.11612127942062722, -0.07462213402584061, -0.026057052568593718, 0.39847598661981753, 0.6378595179126274, 0.9363854209120653, 1.1493655156575868, 0.9282984056033393]","""0,1791,1,215,1000,32,2,8,1001,2""",3000,4648.74,11626.29
Problem_5Sat3Gs_0_4.json,1.5,5,9,-4.615557,"[-0.15183062697552524, -0.1298773525658922, -0.11612127942062722, -0.07462213402584061, -0.026057052568593718, 0.39847598661981753, 0.6378595179126274, 0.9363854209120653, 1.1493655156575868, 0.9282984056033393]","""0,1799,1,204,1000,29,2,12,3,2,2000,1,1001,1""",3000,5231.02,12208.57
Problem_5Sat3Gs_0_4.json,1.5,5,10,-4.615557,"[-0.15183062697552524, -0.1298773525658922, -0.11612127942062722, -0.07462213402584061, -0.026057052568593718, 0.39847598661981753, 0.6378595179126274, 0.9363854209120653, 1.1493655156575868, 0.9282984056033393]","""0,1822,1,189,1000,29,2,5,2000,2,1001,1""",3000,5812.32,12789.87
Problem_5Sat3Gs_0_4.json,1.5,6,1,-4.642903,"[-0.16932250720109432, -0.13762936445930854, -0.14218572354696504, -0.10064640082120714, -0.033152321526265724, -0.04018876997330333, 0.3594583148574319, 0.506478120428407, 0.9502444676392068, 1.0887715254260386, 1.009540355797634, 1.026534780522064]","""0,1846,1,171,1000,21,2,6,1001,4""",3000,693.82,13483.69
Problem_5Sat3Gs_0_4.json,1.5,6,2,-4.642903,"[-0.16932250720109432, -0.13762936445930854, -0.14218572354696504, -0.10064640082120714, -0.033152321526265724, -0.04018876997330333, 0.3594583148574319, 0.506478120428407, 0.9502444676392068, 1.0887715254260386, 1.009540355797634, 1.026534780522064]","""0,1863,1,170,1000,8,2,4,1001,2,2000,1""",3000,1369.28,14159.15
Problem_5Sat3Gs_0_4.json,1.5,6,3,-4.642903,"[-0.16932250720109432, -0.13762936445930854, -0.14218572354696504, -0.10064640082120714, -0.033152321526265724, -0.04018876997330333, 0.3594583148574319, 0.506478120428407, 0.9502444676392068, 1.0887715254260386, 1.009540355797634, 1.026534780522064]","""0,1874,1,155,1000,11,1001,5,2,3""",3000,2048.21,14838.08
Problem_5Sat3Gs_0_4.json,1.5,6,4,-4.642903,"[-0.16932250720109432, -0.13762936445930854, -0.14218572354696504, -0.10064640082120714, -0.033152321526265724, -0.04018876997330333, 0.3594583148574319, 0.506478120428407, 0.9502444676392068, 1.0887715254260386, 1.009540355797634, 1.026534780522064]","""0,1848,1,175,1000,15,2,6,2000,2,1001,2""",3000,2724.14,15514.01
Problem_5Sat3Gs_0_4.json,1.5,6,5,-4.642903,"[-0.16932250720109432, -0.13762936445930854, -0.14218572354696504, -0.10064640082120714, -0.033152321526265724, -0.04018876997330333, 0.3594583148574319, 0.506478120428407, 0.9502444676392068, 1.0887715254260386, 1.009540355797634, 1.026534780522064]","""0,1857,1,165,1000,17,1001,5,2,3,2000,1""",3000,3399.41,16189.28
Problem_5Sat3Gs_0_4.json,1.5,6,6,-4.642903,"[-0.16932250720109432, -0.13762936445930854, -0.14218572354696504, -0.10064640082120714, -0.033152321526265724, -0.04018876997330333, 0.3594583148574319, 0.506478120428407, 0.9502444676392068, 1.0887715254260386, 1.009540355797634, 1.026534780522064]","""0,1871,1,156,1000,11,2,8,2000,1,3,1""",3000,4072.98,16862.85
Problem_5Sat3Gs_0_4.json,1.5,6,7,-4.642903,"[-0.16932250720109432, -0.13762936445930854, -0.14218572354696504, -0.10064640082120714, -0.033152321526265724, -0.04018876997330333, 0.3594583148574319, 0.506478120428407, 0.9502444676392068, 1.0887715254260386, 1.009540355797634, 1.026534780522064]","""0,1860,1,161,1000,16,2,6,1001,5""",3000,4752.28,17542.15
Problem_5Sat3Gs_0_4.json,1.5,6,8,-4.642903,"[-0.16932250720109432, -0.13762936445930854, -0.14218572354696504, -0.10064640082120714, -0.033152321526265724, -0.04018876997330333, 0.3594583148574319, 0.506478120428407, 0.9502444676392068, 1.0887715254260386, 1.009540355797634, 1.026534780522064]","""0,1859,1,167,1000,13,1001,6,2,3""",3000,5427.86,18217.72
Problem_5Sat3Gs_0_4.json,1.5,6,9,-4.642903,"[-0.16932250720109432, -0.13762936445930854, -0.14218572354696504, -0.10064640082120714, -0.033152321526265724, -0.04018876997330333, 0.3594583148574319, 0.506478120428407, 0.9502444676392068, 1.0887715254260386, 1.009540355797634, 1.026534780522064]","""0,1836,1,187,1000,16,2,8,1001,1""",3000,6104.88,18894.75
Problem_5Sat3Gs_0_4.json,1.5,6,10,-4.642903,"[-0.16932250720109432, -0.13762936445930854, -0.14218572354696504, -0.10064640082120714, -0.033152321526265724, -0.04018876997330333, 0.3594583148574319, 0.506478120428407, 0.9502444676392068, 1.0887715254260386, 1.009540355797634, 1.026534780522064]","""0,1853,1,169,1000,16,2,6,1001,4""",3000,6781.27,19571.14
Problem_5Sat3Gs_0_4.json,1.5,7,1,-4.651103,"[-0.16549225468842688, -0.13961848056121218, -0.14143217502493077, -0.11194894543223544, -0.04903277150409328, -0.011847239873116389, -0.03135996107031594, 0.3462699681731029, 0.46178593685038977, 0.8958373628580618, 1.0627836336299978, 1.1074422071740007, 1.0679266200216637, 0.18135032952494795]","""0,1863,1,166,1000,9,1001,5,2,4,2000,1""",3000,801.14,20372.28
Problem_5Sat3Gs_0_4.json,1.5,7,2,-4.651103,"[-0.16549225468842688, -0.13961848056121218, -0.14143217502493077, -0.11194894543223544, -0.04903277150409328, -0.011847239873116389, -0.03135996107031594, 0.3462699681731029, 0.46178593685038977, 0.8958373628580618, 1.0627836336299978, 1.1074422071740007, 1.0679266200216637, 0.18135032952494795]","""0,1841,1,185,1000,13,2,7,1001,1,3,1""",3000,1574.96,21146.10
Problem_5Sat3Gs_0_4.json,1.5,7,3,-4.686589,"[-0.1777933606535333, -0.15359469508743648, -0.18217796775348852, -0.13975830696452302, -0.09285521653835418, -0.037992119520994065, -0.05311383582228569, 0.3187097506957801, 0.4582225933062659, 0.766301632106513, 1.1764044971865057, 1.1813715896038617, 1.0555043286263284, 0.9810634934903862]","""0,1924,1,105,1000,11,1001,4,2,4""",3000,2344.09,21915.23
Problem_5Sat3Gs_0_4.json,1.5,7,4,-4.686589,"[-0.1777933606535333, -0.15359469508743648, -0.18217796775348852, -0.13975830696452302, -0.09285521653835418, -0.037992119520994065, -0.05311383582228569, 0.3187097506957801, 0.4582225933062659, 0.766301632106513, 1.1764044971865057, 1.1813715896038617, 1.0555043286263284, 0.9810634934903862]","""0,1931,1,95,1000,16,1001,3,2,2,3,1""",3000,3114.61,22685.75
Problem_5Sat3Gs_0_4.json,1.5,7,5,-4.686589,"[-0.1777933606535333, -0.15359469508743648, -0.18217796775348852, -0.13975830696452302, -0.09285521653835418, -0.037992119520994065, -0.05311383582228569, 0.3187097506957801, 0.4582225933062659, 0.766301632106513, 1.1764044971865057, 1.1813715896038617, 1.0555043286263284, 0.9810634934903862]","""0,1929,1,99,1000,9,2,5,1001,5,1002,1""",3000,3884.94,23456.08
Problem_5Sat3Gs_0_4.json,1.5,7,6,-4.651103,"[-0.16549225468842688, -0.13961848056121218, -0.14143217502493077, -0.11194894543223544, -0.04903277150409328, -0.011847239873116389, -0.03135996107031594, 0.3462699681731029, 0.46178593685038977, 0.8958373628580618, 1.0627836336299978, 1.1074422071740007, 1.0679266200216637, 0.18135032952494795]","""0,1875,1,149,1000,16,2,5,1001,3""",3000,4657.10,24228.24
Problem_5Sat3Gs_0_4.json,1.5,7,7,-4.651103,"[-0.16549225468842688, -0.13961848056121218, -0.14143217502493077, -0.11194894543223544, -0.04903277150409328, -0.011847239873116389, -0.03135996107031594, 0.3462699681731029, 0.46178593685038977, 0.8958373628580618, 1.0627836336299978, 1.1074422071740007, 1.0679266200216637, 0.18135032952494795]","""0,1865,1,167,1000,10,2,5,2000,1""",3000,5424.92,24996.06
Problem_5Sat3Gs_0_4.json,1.5,7,8,-4.651103,"[-0.16549225468842688, -0.13961848056121218, -0.14143217502493077, -0.11194894543223544, -0.04903277150409328, -0.011847239873116389, -0.03135996107031594, 0.3462699681731029, 0.46178593685038977, 0.8958373628580618, 1.0627836336299978, 1.1074422071740007, 1.0679266200216637, 0.18135032952494795]","""0,1841,1,184,1000,15,1001,3,2,3,2000,2""",3000,6195.55,25766.69
Problem_5Sat3Gs_0_4.json,1.5,7,9,-4.686589,"[-0.1777933606535333, -0.15359469508743648, -0.18217796775348852, -0.13975830696452302, -0.09285521653835418, -0.037992119520994065, -0.05311383582228569, 0.3187097506957801, 0.4582225933062659, 0.766301632106513, 1.1764044971865057, 1.1813715896038617, 1.0555043286263284, 0.9810634934903862]","""0,1947,1,80,1000,11,2,8,1001,2""",3000,6963.25,26534.39
Problem_5Sat3Gs_0_4.json,1.5,7,10,-4.686589,"[-0.1777933606535333, -0.15359469508743648, -0.18217796775348852, -0.13975830696452302, -0.09285521653835418, -0.037992119520994065, -0.05311383582228569, 0.3187097506957801, 0.4582225933062659, 0.766301632106513, 1.1764044971865057, 1.1813715896038617, 1.0555043286263284, 0.9810634934903862]","""0,1922,1,108,1000,10,1001,4,2,2,1002,1,2000,1""",3000,7730.10,27301.24
Problem_5Sat3Gs_0_4.json,1.5,8,1,-4.702022,"[-0.17115773856620817, -0.1471883892255616, -0.1918456976511258, -0.1486728621722587, -0.11178449900076351, -0.05978659855900406, -0.04548852483542276, -0.03204977336689993, 0.31885993926880235, 0.41460789062745, 0.7673097409226259, 1.0671000153017196, 1.244411243425664, 1.0579018792919446, 0.9865792981055324, 0.8995579308714553]","""0,1959,1,68,1000,13,2,4,2000,4""",3000,889.06,28190.30
Problem_5Sat3Gs_0_4.json,1.5,8,2,-4.702022,"[-0.17115773856620817, -0.1471883892255616, -0.1918456976511258, -0.1486728621722587, -0.11178449900076351, -0.05978659855900406, -0.04548852483542276, -0.03204977336689993, 0.31885993926880235, 0.41460789062745, 0.7673097409226259, 1.0671000153017196, 1.244411243425664, 1.0579018792919446, 0.9865792981055324, 0.8995579308714553]","""0,1968,1,65,1000,8,1001,4,2,2,2000,1""",3000,1748.33,29049.57
Problem_5Sat3Gs_0_4.json,1.5,8,3,-4.702022,"[-0.17115773856620817, -0.1471883892255616, -0.1918456976511258, -0.1486728621722587, -0.11178449900076351, -0.05978659855900406, -0.04548852483542276, -0.03204977336689993, 0.31885993926880235, 0.41460789062745, 0.7673097409226259, 1.0671000153017196, 1.244411243425664, 1.0579018792919446, 0.9865792981055324, 0.8995579308714553]","""0,1962,1,69,1000,12,2,3,1001,1,2000,1""",3000,2616.71,29917.95
Problem_5Sat3Gs_0_4.json,1.5,8,4,-4.702022,"[-0.17115773856620817, -0.1471883892255616, -0.1918456976511258, -0.1486728621722587, -0.11178449900076351, -0.05978659855900406, -0.04548852483542276, -0.03204977336689993, 0.31885993926880235, 0.41460789062745, 0.7673097409226259, 1.0671000153017196, 1.244411243425664, 1.0579018792919446, 0.9865792981055324, 0.8995579308714553]","""0,1972,1,57,1000,11,2000,4,2,2,1001,2""",3000,3486.12,30787.36
Problem_5Sat3Gs_0_4.json,1.5,8,5,-4.702022,"[-0.17115773856620817, -0.1471883892255616, -0.1918456976511258, -0.1486728621722587, -0.11178449900076351, -0.05978659855900406, -0.04548852483542276, -0.03204977336689993, 0.31885993926880235, 0.41460789062745, 0.7673097409226259, 1.0671000153017196, 1.244411243425664, 1.0579018792919446, 0.9865792981055324, 0.8995579308714553]","""0,1987,1,47,1000,6,2000,4,2,3,1001,1""",3000,4351.88,31653.12
Problem_5Sat3Gs_0_4.json,1.5,8,6,-4.702022,"[-0.17115773856620817, -0.1471883892255616, -0.1918456976511258, -0.1486728621722587, -0.11178449900076351, -0.05978659855900406, -0.04548852483542276, -0.03204977336689993, 0.31885993926880235, 0.41460789062745, 0.7673097409226259, 1.0671000153017196, 1.244411243425664, 1.0579018792919446, 0.9865792981055324, 0.8995579308714553]","""0,1966,1,68,1000,7,1001,3,2,2,2000,2""",3000,5220.24,32521.48
Problem_5Sat3Gs_0_4.json,1.5,8,7,-4.702022,"[-0.17115773856620817, -0.1471883892255616, -0.1918456976511258, -0.1486728621722587, -0.11178449900076351, -0.05978659855900406, -0.04548852483542276, -0.03204977336689993, 0.31885993926880235, 0.41460789062745, 0.7673097409226259, 1.0671000153017196, 1.244411243425664, 1.0579018792919446, 0.9865792981055324, 0.8995579308714553]","""0,1968,1,65,1000,6,2,5,1001,3,2000,1""",3000,6084.26,33385.50
Problem_5Sat3Gs_0_4.json,1.5,8,8,-4.702022,"[-0.17115773856620817, -0.1471883892255616, -0.1918456976511258, -0.1486728621722587, -0.11178449900076351, -0.05978659855900406, -0.04548852483542276, -0.03204977336689993, 0.31885993926880235, 0.41460789062745, 0.7673097409226259, 1.0671000153017196, 1.244411243425664, 1.0579018792919446, 0.9865792981055324, 0.8995579308714553]","""0,1973,1,60,1000,7,2000,4,1001,2,2,2""",3000,6952.75,34253.99
Problem_5Sat3Gs_0_4.json,1.5,8,9,-4.702022,"[-0.17115773856620817, -0.1471883892255616, -0.1918456976511258, -0.1486728621722587, -0.11178449900076351, -0.05978659855900406, -0.04548852483542276, -0.03204977336689993, 0.31885993926880235, 0.41460789062745, 0.7673097409226259, 1.0671000153017196, 1.244411243425664, 1.0579018792919446, 0.9865792981055324, 0.8995579308714553]","""0,1957,1,61,1000,12,1001,7,2,5,2000,3,3,2,1002,1""",3000,7818.62,35119.86
Problem_5Sat3Gs_0_4.json,1.5,8,10,-4.702022,"[-0.17115773856620817, -0.1471883892255616, -0.1918456976511258, -0.1486728621722587, -0.11178449900076351, -0.05978659855900406, -0.04548852483542276, -0.03204977336689993, 0.31885993926880235, 0.41460789062745, 0.7673097409226259, 1.0671000153017196, 1.244411243425664, 1.0579018792919446, 0.9865792981055324, 0.8995579308714553]","""0,1966,1,61,1000,9,1001,6,2,4,1002,1,2000,1""",3000,8689.35,35990.59
Problem_5Sat3Gs_0_6.json,1.5,1,1,-3.583595,"[2.1110466643532044, 2.9927257732893255]","""1,506,2,312,1001,282,1000,273,2000,206,0,186,3,81,2001,76,1002,59,3000,44,4,7,2002,6,3001,5,4000,4,1003,1""",184,21.46,21.46
